catalogNumber,FAMILY,GENUS,SPECIES,SUBSPECIES,aisle,shelving_unit,shelf
ZMH-ANN-P22063,Lumbrineridae,Lumbrineris,natans,,1,7,6
ZMH-ANN-PE0817,Lumbrineridae,Lumbrineris,ocellata,,1,7,6
ZMH-ANN-PE0818,Lumbrineridae,Lumbrineris,ocellata,,1,7,6
ZMH-ANN-P16320,Lumbrineridae,Lumbrineris,orensanzi,,1,7,6
ZMH-ANN-P16321,Lumbrineridae,Lumbrineris,orensanzi,,1,7,6
ZMH-ANN-P14246,Lumbrineridae,Lumbrineris,patagonica,,1,7,6
ZMH-ANN-P14247,Lumbrineridae,Lumbrineris,patagonica,,1,7,6
ZMH-ANN-P21116,Lumbrineridae,Lumbrineris,patagonica,,1,7,6
ZMH-ANN-P18876,Lumbrineridae,Lumbrineris,setosa,,1,7,6
ZMH-ANN-P18877,Lumbrineridae,Lumbrineris,setosa,,1,7,6
ZMH-ANN-V07997,Lumbrineridae,Lumbrineris,sphaerocephala,,1,7,6
ZMH-ANN-V09453,Lumbrineridae,Lumbrineris,sphaerocephala,,1,7,6
ZMH-ANN-V09536,Lumbrineridae,Lumbrineris,sphaerocephala,,1,7,6
ZMH-ANN-V09557,Lumbrineridae,Lumbrineris,sphaerocephala,,1,7,6
ZMH-ANN-V10108,Lumbrineridae,Lumbrineris,sphaerocephala,,1,7,6
ZMH-ANN-V10399,Lumbrineridae,Lumbrineris,sphaerocephala,,1,7,6
ZMH-ANN-P14248,Lumbrineridae,Lumbrineris,striata,,1,7,6
ZMH-ANN-P14249,Lumbrineridae,Lumbrineris,striata,,1,7,6
ZMH-ANN-P15317,Lumbrineridae,Lumbrineris,striata,,1,7,6
ZMH-ANN-P14254,Lumbrineridae,Lumbrineris,uncinigera,,1,7,6
ZMH-ANN-P14255,Lumbrineridae,Lumbrineris,uncinigera,,1,7,6
ZMH-ANN-V04352,Lumbrineridae,Lumbrineris,vanhoeffeni,,1,7,6
ZMH-ANN-PE0834-B,Lumbrineridae,Lumbrineris,,,1,7,6
ZMH-ANN-V00881,Lumbrineridae,Lumbrineris,,,1,7,6
ZMH-ANN-V03155,Lumbrineridae,Lumbrineris,,,1,7,6
ZMH-ANN-V03349,Lumbrineridae,Lumbrineris,,,1,7,6
ZMH-ANN-V03741,Lumbrineridae,Lumbrineris,,,1,7,6
ZMH-ANN-V03744,Lumbrineridae,Lumbrineris,,,1,7,6
ZMH-ANN-V03847,Lumbrineridae,Lumbrineris,,,1,7,6
ZMH-ANN-V05132,Lumbrineridae,Lumbrineris,,,1,7,6
ZMH-ANN-V05760,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V05811,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V05907,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V05989,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V06149,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V06355,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V06356,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V06504,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V06513,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V07358,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V07731,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V08139,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V08143,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V08369,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V09612,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V12180,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V12632,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P16737,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P17164,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P17851,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P23483,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P23484,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P23485,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P23983,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P23984,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P23985,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P23986,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P23987,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P26240,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-P26247,Lumbrineridae,Lumbrineris,,,1,7,7
ZMH-ANN-V00928,Lumbrineridae,Ninoe,digitatissima,,1,7,7
ZMH-ANN-P15324,Lumbrineridae,Ninoe,falklandica,,1,7,7
ZMH-ANN-PE0827,Lumbrineridae,Ninoe,kinbergi,,1,7,7
ZMH-ANN-V00933,Lumbrineridae,Ninoe,lagosiana,,1,7,7
ZMH-ANN-V01490,Lumbrineridae,Ninoe,lagosiana,,1,7,7
ZMH-ANN-V09445,Lumbrineridae,Ninoe,leptognatha,,1,7,7
ZMH-ANN-V00875,Lumbrineridae,Ninoe,,,1,7,7
ZMH-ANN-P18495,Lumbrineridae,Paraninoe,antarctica,,1,7,7
ZMH-ANN-P23993,Lumbrineridae,Paraninoe,antarctica,,1,7,7
ZMH-ANN-P23994,Lumbrineridae,Paraninoe,antarctica,,1,7,7
ZMH-ANN-P25661,Lumbrineridae,Paraninoe,brevipes,,1,7,7
ZMH-ANN-P25661-A,Lumbrineridae,Paraninoe,brevipes,,1,7,7
ZMH-ANN-P27079,Lumbrineridae,Paraninoe,brevipes,,1,7,7
ZMH-ANN-P27203,Lumbrineridae,Paraninoe,brevipes,,1,7,7
ZMH-ANN-PE0792,Lumbrineridae,Scoletoma,brevicirra,,1,7,7
ZMH-ANN-PE0794,Lumbrineridae,Scoletoma,brevicirra,,1,7,7
ZMH-ANN-V07998,Lumbrineridae,Scoletoma,brevicirra,,1,7,7
ZMH-ANN-V09511,Lumbrineridae,Scoletoma,brevicirra,,1,7,7
ZMH-ANN-V09514,Lumbrineridae,Scoletoma,brevicirra,,1,7,7
ZMH-ANN-V09526,Lumbrineridae,Scoletoma,brevicirra,,1,7,7
ZMH-ANN-V10107,Lumbrineridae,Scoletoma,brevicirra,,1,7,7
ZMH-ANN-PE0804,Lumbrineridae,Scoletoma,fragilis,,1,7,7
ZMH-ANN-V00858,Lumbrineridae,Scoletoma,fragilis,,1,7,7
ZMH-ANN-V00859,Lumbrineridae,Scoletoma,fragilis,,1,7,7
ZMH-ANN-V03900,Lumbrineridae,Scoletoma,fragilis,,1,7,7
ZMH-ANN-V05342,Lumbrineridae,Scoletoma,fragilis,,1,7,7
ZMH-ANN-V09745,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-V10464,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-V11191,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-V11199,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-V11274,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-V11370,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P13118,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P13735,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23363,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23364,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23365,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23366,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23367,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23368,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23369,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23370,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23467,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23468,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23469,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23470,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23471,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23472,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23473,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23474,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23475,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23476,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23477,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23478,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23479,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23480,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23481,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23482,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23536,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23537,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23538,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23539,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23540,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23541,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-P23638,Lumbrineridae,Scoletoma,fragilis,,1,7,8
ZMH-ANN-V05726,Lumbrineridae,Scoletoma,funchalensis,,1,7,8
ZMH-ANN-V11336,Lumbrineridae,Scoletoma,funchalensis,,1,7,8
ZMH-ANN-V11340,Lumbrineridae,Scoletoma,funchalensis,,1,7,8
ZMH-ANN-PE0795,Lumbrineridae,Scoletoma,laurentiana,,1,7,8
ZMH-ANN-PE0806,Lumbrineridae,Scoletoma,laurentiana,,1,7,8
ZMH-ANN-PE0807,Lumbrineridae,Scoletoma,laurentiana,,1,7,8
ZMH-ANN-V00861,Lumbrineridae,Scoletoma,laurentiana,,1,7,8
ZMH-ANN-V08791,Lumbrineridae,Scoletoma,laurentiana,,1,7,8
ZMH-ANN-V09229,Lumbrineridae,Scoletoma,laurentiana,,1,7,8
ZMH-ANN-V12996,Lumbrineridae,Scoletoma,laurentiana,,1,7,8
ZMH-ANN-P14221,Lumbrineridae,Scoletoma,laurentiana,,1,7,8
ZMH-ANN-PE0821,Lumbrineridae,Scoletoma,tetraura,,1,7,8
ZMH-ANN-V00878,Lumbrineridae,Scoletoma,tetraura,,1,7,8
ZMH-ANN-V04025,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-V11929,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P13756,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P13757,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P13846,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P13914,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P14250,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P14251,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P14252,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P14253,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P16589,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P17695,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P17803,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P17804,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P17805,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P17842,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18085,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18479,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18480,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18481,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18482,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18483,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18484,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18485,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18486,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18487,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18488,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P18585,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P19192,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P20097,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P20098,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P20100,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P20328,Lumbrineridae,Scoletoma,tetraura,,1,8,1
ZMH-ANN-P15539,Lumbrineridae,Scoletoma,verrilli,,1,8,1
ZMH-ANN-P26192,Lumbrineridae,,sp. 1,,1,8,1
ZMH-ANN-P26517,Lumbrineridae,,,,1,8,1
ZMH-ANN-P26518,Lumbrineridae,,,,1,8,1
ZMH-ANN-P26519,Lumbrineridae,,,,1,8,1
ZMH-ANN-P26536,Lumbrineridae,,,,1,8,1
ZMH-ANN-P27080,Lumbrineridae,,,,1,8,1
ZMH-ANN-P27081,Lumbrineridae,,,,1,8,1
ZMH-ANN-P27328,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29322,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29323,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29324,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29325,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29326,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29327,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29328,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29329,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29330,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29331,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29332,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29333,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29334,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29650,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29792,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29793,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29794,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29795,Lumbrineridae,,,,1,8,1
ZMH-ANN-P29796,Lumbrineridae,,,,1,8,1
ZMH-ANN-P30183,Lumbrineridae,,,,1,8,1
ZMH-ANN-P30203,Lumbrineridae,,,,1,8,1
ZMH-ANN-P30212,Lumbrineridae,,,,1,8,1
ZMH-ANN-P30285,Lumbrineridae,,,,1,8,1
ZMH-ANN-P30303,Lumbrineridae,,,,1,8,1
ZMH-ANN-P14216,Oenonidae,Arabella,cincta,,1,8,2
ZMH-ANN-P14217,Oenonidae,Arabella,cincta,,1,8,2
ZMH-ANN-V03359,Oenonidae,Arabella,geniculata,,1,8,2
ZMH-ANN-P17806,Oenonidae,Arabella,geniculata,,1,8,2
ZMH-ANN-P14218,Oenonidae,Arabella,iricolor,caerulea,1,8,2
ZMH-ANN-V00869,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-V00873,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-V01520,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-V08000,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-V08001,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-V09549,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-V10047,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-V10386,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-V12995,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-P13885,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-P15548,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-P16707,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-P19019,Oenonidae,Arabella,iricolor,,1,8,2
ZMH-ANN-P14219,Oenonidae,Arabella,mutans,,1,8,2
ZMH-ANN-P15438,Oenonidae,Arabella,mutans,,1,8,2
ZMH-ANN-P16850,Oenonidae,Arabella,mutans,,1,8,2
ZMH-ANN-P17110,Oenonidae,Arabella,mutans,,1,8,2
ZMH-ANN-P18518,Oenonidae,Arabella,mutans,,1,8,2
ZMH-ANN-P18751,Oenonidae,Arabella,mutans,,1,8,2
ZMH-ANN-P20099,Oenonidae,Arabella,mutans,,1,8,2
ZMH-ANN-P20329,Oenonidae,Arabella,mutans,,1,8,2
ZMH-ANN-V00872,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V00876,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V00877,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V03662,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V04289,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V05308,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V05948,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V06187,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V06349,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V07473,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V11007,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V11116,Oenonidae,Arabella,,,1,8,2
ZMH-ANN-V09321,Oenonidae,Drilonereis,australiensis,,1,8,2
ZMH-ANN-P18950,Oenonidae,Drilonereis,australiensis,,1,8,2
ZMH-ANN-P14220,Oenonidae,Drilonereis,chilensis,,1,8,2
ZMH-ANN-P15318,Oenonidae,Drilonereis,chilensis,,1,8,2
ZMH-ANN-V12253,Oenonidae,Drilonereis,filum,,1,8,2
ZMH-ANN-P12948,Oenonidae,Drilonereis,filum,,1,8,2
ZMH-ANN-P13271,Oenonidae,Drilonereis,filum,,1,8,2
ZMH-ANN-P13294,Oenonidae,Drilonereis,filum,,1,8,2
ZMH-ANN-P13433,Oenonidae,Drilonereis,filum,,1,8,2
ZMH-ANN-P30466,Oenonidae,Drilonereis,filum,,1,8,2
ZMH-ANN-V00866,Oenonidae,Drilonereis,longa,,1,8,2
ZMH-ANN-V10400,Oenonidae,Drilonereis,maorica,,1,8,2
ZMH-ANN-PE0832,Oenonidae,Drilonereis,planiceps,,1,8,2
ZMH-ANN-PE0833,Oenonidae,Drilonereis,planiceps,,1,8,2
ZMH-ANN-P15489,Oenonidae,Drilonereis,quadrioculata,,1,8,3
ZMH-ANN-V00880,Oenonidae,Drilonereis,,,1,8,3
ZMH-ANN-PE0791,Oenonidae,Halla,parthenopeia,,1,8,3
ZMH-ANN-V00844,Oenonidae,Halla,parthenopeia,,1,8,3
ZMH-ANN-V00845,Oenonidae,Halla,parthenopeia,,1,8,3
ZMH-ANN-V10721,Oenonidae,Halla,parthenopeia,,1,8,3
ZMH-ANN-V05770,Oenonidae,Halla,,,1,8,3
ZMH-ANN-PE0834-A,Oenonidae,Notocirrus,lorum,,1,8,3
ZMH-ANN-V01217,Oenonidae,Notocirrus,lorum,,1,8,3
ZMH-ANN-V00850,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V00853,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V00854,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V00855,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V00856,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V02875,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V03280,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V06148,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V07999,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V09323,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V09330,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V09587,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-V10349,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-P14224,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-P14225,Oenonidae,Oenone,fulgida,,1,8,3
ZMH-ANN-PE0828,Oenonidae,Oenone,,,1,8,3
ZMH-ANN-PE0829,Oenonidae,Oenone,,,1,8,3
ZMH-ANN-P26186,Oenonidae,,sp. 1,,1,8,3
ZMH-ANN-P26496,Oenonidae,,,,1,8,3
ZMH-ANN-P29365,Oenonidae,,,,1,8,3
ZMH-ANN-P29366,Oenonidae,,,,1,8,3
ZMH-ANN-P29367,Oenonidae,,,,1,8,3
ZMH-ANN-P29368,Oenonidae,,,,1,8,3
ZMH-ANN-P29369,Oenonidae,,,,1,8,3
ZMH-ANN-P29370,Oenonidae,,,,1,8,3
ZMH-ANN-P29371,Oenonidae,,,,1,8,3
ZMH-ANN-P29372,Oenonidae,,,,1,8,3
ZMH-ANN-P29373,Oenonidae,,,,1,8,3
ZMH-ANN-P29656,Oenonidae,,,,1,8,3
ZMH-ANN-P30502,Oenonidae,,,,1,8,3
ZMH-ANN-PE0769,Onuphidae,Anchinothria,glutinatrix,,1,8,4
ZMH-ANN-P18494,Onuphidae,Anchinothria,hiatidentata,,1,8,4
ZMH-ANN-PE0779,Onuphidae,Anchinothria,pourtalesii,,1,8,4
ZMH-ANN-PE0782,Onuphidae,Anchinothria,pourtalesii,,1,8,4
ZMH-ANN-PE0782-A,Onuphidae,Anchinothria,sombreriana,,1,8,4
ZMH-ANN-P14286,Onuphidae,Aponuphis,bilineata,,1,8,4
ZMH-ANN-P13703,Onuphidae,Aponuphis,brementi,,1,8,4
ZMH-ANN-P14287,Onuphidae,Aponuphis,brementi,,1,8,4
ZMH-ANN-P17747,Onuphidae,Aponuphis,brementi,,1,8,4
ZMH-ANN-P17838,Onuphidae,Aponuphis,grubii,,1,8,4
ZMH-ANN-P15408,Onuphidae,Australonuphis,parateres,,1,8,4
ZMH-ANN-P15412,Onuphidae,Australonuphis,parateres,,1,8,4
ZMH-ANN-V09558,Onuphidae,Australonuphis,teres,,1,8,4
ZMH-ANN-P15413,Onuphidae,Australonuphis,teres,,1,8,4
ZMH-ANN-P21065,Onuphidae,Australonuphis,teres,,1,8,4
ZMH-ANN-V00901,Onuphidae,Diopatra,agave,,1,8,4
ZMH-ANN-PE0761,Onuphidae,Diopatra,amboinensis,,1,8,4
ZMH-ANN-P16651,Onuphidae,Diopatra,amboinensis,,1,8,4
ZMH-ANN-V00741,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-PE0765,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-V03122,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-V05532,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-V05664,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-V05665,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-V06346,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-V07002,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-V08965,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-P13895,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-P14283,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-P14285,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-P15273,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-P15274,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-P22021,Onuphidae,Diopatra,chiliensis,,1,8,4
ZMH-ANN-P13896,Onuphidae,Diopatra,cuprea,cuprea,1,8,4
ZMH-ANN-P16638,Onuphidae,Diopatra,cuprea,cuprea,1,8,4
ZMH-ANN-P16639,Onuphidae,Diopatra,cuprea,cuprea,1,8,4
ZMH-ANN-P16640,Onuphidae,Diopatra,cuprea,cuprea,1,8,5
ZMH-ANN-P16641,Onuphidae,Diopatra,cuprea,cuprea,1,8,5
ZMH-ANN-P16706,Onuphidae,Diopatra,cuprea,cuprea,1,8,5
ZMH-ANN-P19899,Onuphidae,Diopatra,cuprea,cuprea,1,8,5
ZMH-ANN-V00728,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00729,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00730,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00731,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00733,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00735,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00738,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-PE0766,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-PE0767,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-PE0781,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00897,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00899,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00903,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00904,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00905,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00908,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00912,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00913,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V00914,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V01905,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V01928,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V10238,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V10697,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V10921,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V11138,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V11420,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-P13134,Onuphidae,Diopatra,cuprea,,1,8,5
ZMH-ANN-V09335,Onuphidae,Diopatra,dentata,,1,8,5
ZMH-ANN-P19677,Onuphidae,Diopatra,dentata,,1,8,5
