catalogNumber,FAMILY,GENUS,SPECIES,SUBSPECIES,aisle,shelving_unit,shelf
ZMH-ANN-V05510,Dorvilleidae,Schistomeringos,longicornis,,1,5,1
ZMH-ANN-V00883,Dorvilleidae,Schistomeringos,loveni,,1,5,1
ZMH-ANN-V09510,Dorvilleidae,Schistomeringos,loveni,,1,5,1
ZMH-ANN-P16682,Dorvilleidae,Schistomeringos,loveni,,1,5,1
ZMH-ANN-P14843,Dorvilleidae,Schistomeringos,neglecta,,1,5,1
ZMH-ANN-P13674,Dorvilleidae,Schistomeringos,pacifica,,1,5,1
ZMH-ANN-P18378,Dorvilleidae,Schistomeringos,paraloveni,,1,5,1
ZMH-ANN-P15542,Dorvilleidae,Schistomeringos,pectinata,,1,5,1
ZMH-ANN-P15543,Dorvilleidae,Schistomeringos,pectinata,,1,5,1
ZMH-ANN-P16384,Dorvilleidae,Schistomeringos,pectinata,,1,5,1
ZMH-ANN-P16385,Dorvilleidae,Schistomeringos,pectinata,,1,5,1
ZMH-ANN-PE0840,Dorvilleidae,Schistomeringos,rudolphi,,1,5,1
ZMH-ANN-V00885,Dorvilleidae,Schistomeringos,rudolphi,,1,5,1
ZMH-ANN-V03369,Dorvilleidae,Schistomeringos,rudolphi,,1,5,1
ZMH-ANN-V11326,Dorvilleidae,Schistomeringos,rudolphi,,1,5,1
ZMH-ANN-V12963,Dorvilleidae,Schistomeringos,rudolphi,,1,5,1
ZMH-ANN-P26233,Dorvilleidae,,,,1,5,1
ZMH-ANN-P26506,Dorvilleidae,,,,1,5,1
ZMH-ANN-P29158,Dorvilleidae,,,,1,5,1
ZMH-ANN-P29159,Dorvilleidae,,,,1,5,1
ZMH-ANN-P29160,Dorvilleidae,,,,1,5,1
ZMH-ANN-P29161,Dorvilleidae,,,,1,5,1
ZMH-ANN-P29162,Dorvilleidae,,,,1,5,1
ZMH-ANN-P29626,Dorvilleidae,,,,1,5,1
ZMH-ANN-P29749,Dorvilleidae,,,,1,5,1
ZMH-ANN-P22044,Eunicidae,Aciculomarphysa,comes,,1,5,1
ZMH-ANN-PE0625,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-PE0626,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-PE0627,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-PE0630,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-V00820,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-V04564,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-V04565,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-V04566,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-V11156,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-P14265,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-P15432,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-P15433,Eunicidae,Eunice,afra,,1,5,1
ZMH-ANN-P18209,Eunicidae,Eunice,antipathum,,1,5,1
ZMH-ANN-P18210,Eunicidae,Eunice,antipathum,,1,5,1
ZMH-ANN-P18211,Eunicidae,Eunice,antipathum,,1,5,1
ZMH-ANN-PE0645,Eunicidae,Eunice,aphroditois,,1,5,1
ZMH-ANN-PE0646,Eunicidae,Eunice,aphroditois,,1,5,1
ZMH-ANN-V00762,Eunicidae,Eunice,aphroditois,,1,5,1
ZMH-ANN-V00763,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V00764,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V00765,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V00766,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V00767,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V07437,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V07981,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V09524,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V09541,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V09542,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V10413,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V11372,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-V12097,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-P13547,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-P13810,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-P13811,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-P14267,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-030712,Eunicidae,Eunice,aphroditois,,1,5,2
ZMH-ANN-P17887,Eunicidae,Eunice,argentinensis,,1,5,2
ZMH-ANN-V09058,Eunicidae,Eunice,articulata,,1,5,2
ZMH-ANN-V09040,Eunicidae,Eunice,binominata,,1,5,2
ZMH-ANN-V11324,Eunicidae,Eunice,binominata,,1,5,2
ZMH-ANN-V00792,Eunicidae,Eunice,cirribranchis,,1,5,2
ZMH-ANN-PE0652,Eunicidae,Eunice,coccinea,,1,5,2
ZMH-ANN-PE0653,Eunicidae,Eunice,coccinea,,1,5,2
ZMH-ANN-PE0654,Eunicidae,Eunice,coccinea,,1,5,2
ZMH-ANN-V03554,Eunicidae,Eunice,coccinea,,1,5,2
ZMH-ANN-V10318,Eunicidae,Eunice,coccinea,,1,5,2
ZMH-ANN-V12121,Eunicidae,Eunice,coccinea,,1,5,2
ZMH-ANN-V05693,Eunicidae,Eunice,coccinioides,,1,5,2
ZMH-ANN-V08718,Eunicidae,Eunice,coccinioides,,1,5,2
ZMH-ANN-V10234,Eunicidae,Eunice,coccinioides,,1,5,2
ZMH-ANN-PE0655,Eunicidae,Eunice,collini,,1,5,2
ZMH-ANN-PE0656,Eunicidae,Eunice,fasciata,,1,5,2
ZMH-ANN-V00815,Eunicidae,Eunice,filamentosa,,1,5,2
ZMH-ANN-V00926,Eunicidae,Eunice,filamentosa,,1,5,2
ZMH-ANN-V04596,Eunicidae,Eunice,filamentosa,,1,5,3
ZMH-ANN-V08833,Eunicidae,Eunice,filamentosa,,1,5,3
ZMH-ANN-V09037,Eunicidae,Eunice,filamentosa,,1,5,3
ZMH-ANN-V10328,Eunicidae,Eunice,filamentosa,,1,5,3
ZMH-ANN-V10657,Eunicidae,Eunice,filamentosa,,1,5,3
ZMH-ANN-P13812,Eunicidae,Eunice,filamentosa,,1,5,3
ZMH-ANN-P14269,Eunicidae,Eunice,filamentosa,,1,5,3
ZMH-ANN-P14270,Eunicidae,Eunice,filamentosa,,1,5,3
ZMH-ANN-V00793,Eunicidae,Eunice,fimbriata,,1,5,3
ZMH-ANN-PE0657,Eunicidae,Eunice,floridana,,1,5,3
ZMH-ANN-V12203,Eunicidae,Eunice,floridana,,1,5,3
ZMH-ANN-V03238,Eunicidae,Eunice,frauenfeldi,,1,5,3
ZMH-ANN-V10288,Eunicidae,Eunice,frauenfeldi,,1,5,3
ZMH-ANN-V11306,Eunicidae,Eunice,frauenfeldi,,1,5,3
ZMH-ANN-P18059,Eunicidae,Eunice,frauenfeldi,,1,5,3
ZMH-ANN-V09050,Eunicidae,Eunice,fucata,,1,5,3
ZMH-ANN-V09053,Eunicidae,Eunice,fucata,,1,5,3
ZMH-ANN-V06812,Eunicidae,Eunice,gagzoi,,1,5,3
ZMH-ANN-V09755,Eunicidae,Eunice,gagzoi,,1,5,3
ZMH-ANN-V10365,Eunicidae,Eunice,gagzoi,,1,5,3
ZMH-ANN-V09063,Eunicidae,Eunice,goodei,,1,5,3
ZMH-ANN-P24447,Eunicidae,Eunice,goodsiri,,1,5,3
ZMH-ANN-V00787,Eunicidae,Eunice,gracilis,,1,5,3
ZMH-ANN-P14271,Eunicidae,Eunice,grubei,,1,5,3
ZMH-ANN-PE0659,Eunicidae,Eunice,indica,,1,5,3
ZMH-ANN-PE0661,Eunicidae,Eunice,indica,,1,5,3
ZMH-ANN-P18951,Eunicidae,Eunice,indica,,1,5,3
ZMH-ANN-PE0663,Eunicidae,Eunice,kinbergi,,1,5,3
ZMH-ANN-PE0664,Eunicidae,Eunice,kinbergi,,1,5,3
ZMH-ANN-PE0665,Eunicidae,Eunice,kinbergi,,1,5,3
ZMH-ANN-P20663,Eunicidae,Eunice,kinbergi,,1,5,3
ZMH-ANN-P22038,Eunicidae,Eunice,kristiani,,1,5,3
ZMH-ANN-V00795,Eunicidae,Eunice,leptocirrus,,1,5,3
ZMH-ANN-V11195,Eunicidae,Eunice,leptocirrus,,1,5,3
ZMH-ANN-V11330,Eunicidae,Eunice,leptocirrus,,1,5,3
ZMH-ANN-V11368,Eunicidae,Eunice,leptocirrus,,1,5,3
ZMH-ANN-V00796,Eunicidae,Eunice,leucosticta,,1,5,3
ZMH-ANN-V00797,Eunicidae,Eunice,leucosticta,,1,5,3
ZMH-ANN-PE0669,Eunicidae,Eunice,longicirris,,1,5,3
ZMH-ANN-V00800,Eunicidae,Eunice,longinqua,,1,5,3
ZMH-ANN-PE0671,Eunicidae,Eunice,macrobranchia,,1,5,3
ZMH-ANN-V00770,Eunicidae,Eunice,macrobranchia,,1,5,3
ZMH-ANN-V03207,Eunicidae,Eunice,macrobranchia,,1,5,3
ZMH-ANN-V09865,Eunicidae,Eunice,macrobranchia,,1,5,4
ZMH-ANN-V10332,Eunicidae,Eunice,macrobranchia,,1,5,4
ZMH-ANN-P18208,Eunicidae,Eunice,marianae,,1,5,4
ZMH-ANN-PE0673,Eunicidae,Eunice,mindanavensis,,1,5,4
ZMH-ANN-PE0674,Eunicidae,Eunice,mindanavensis,,1,5,4
ZMH-ANN-PE0675,Eunicidae,Eunice,mindanavensis,,1,5,4
ZMH-ANN-V00801,Eunicidae,Eunice,modesta,,1,5,4
ZMH-ANN-P22043,Eunicidae,Eunice,musorstomica,,1,5,4
ZMH-ANN-PE0679,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-PE0680,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-V00794,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-V07390,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-V09778,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-V11175,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-V11257,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-V11261,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-V11287,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P13731,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17335,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17428,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17679,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17761,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17876,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17877,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17878,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17888,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17889,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17892,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17893,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17929,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17931,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17943,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17944,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17945,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17949,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P17951,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P18019,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P18021,Eunicidae,Eunice,norvegica,,1,5,4
ZMH-ANN-P18022,Eunicidae,Eunice,norvegica,,1,5,5
ZMH-ANN-P18042,Eunicidae,Eunice,norvegica,,1,5,5
ZMH-ANN-P18055,Eunicidae,Eunice,norvegica,,1,5,5
ZMH-ANN-P13704,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P13761,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17236,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17237,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17284,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17336,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17337,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17338,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17339,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17340,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17341,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17342,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17411,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17680,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17681,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17794,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-P17795,Eunicidae,Eunice,oerstedii,,1,5,5
ZMH-ANN-V00802,Eunicidae,Eunice,pacifica,,1,5,5
ZMH-ANN-V00811,Eunicidae,Eunice,pacifica,,1,5,5
ZMH-ANN-P14273,Eunicidae,Eunice,parasegregata,,1,5,5
ZMH-ANN-P14274,Eunicidae,Eunice,parasegregata,,1,5,5
ZMH-ANN-V00803,Eunicidae,Eunice,parvibranchis,,1,5,5
ZMH-ANN-V00804,Eunicidae,Eunice,parvibranchis,,1,5,5
ZMH-ANN-V00805,Eunicidae,Eunice,paucibranchis,,1,5,5
ZMH-ANN-V07985,Eunicidae,Eunice,paucibranchis,,1,5,5
ZMH-ANN-V00806,Eunicidae,Eunice,paupera,,1,5,5
ZMH-ANN-P21069,Eunicidae,Eunice,paupera,,1,5,5
ZMH-ANN-PE0681,Eunicidae,Eunice,pectinata,,1,5,5
ZMH-ANN-PE0682,Eunicidae,Eunice,pectinata,,1,5,5
ZMH-ANN-V12992,Eunicidae,Eunice,pennata,,1,5,5
ZMH-ANN-P13323,Eunicidae,Eunice,pennata,,1,5,5
ZMH-ANN-P13340,Eunicidae,Eunice,pennata,,1,5,5
ZMH-ANN-P13478,Eunicidae,Eunice,pennata,,1,5,5
ZMH-ANN-P17912,Eunicidae,Eunice,pennata,,1,5,5
ZMH-ANN-P18830,Eunicidae,Eunice,pennata,,1,5,5
ZMH-ANN-P18831,Eunicidae,Eunice,pennata,,1,5,5
ZMH-ANN-P24322,Eunicidae,Eunice,pennata,,1,5,5
ZMH-ANN-P16576,Eunicidae,Eunice,petersi,,1,5,5
ZMH-ANN-P16643,Eunicidae,Eunice,petersi,,1,5,5
ZMH-ANN-P21070,Eunicidae,Eunice,petersi,,1,5,5
ZMH-ANN-P22039,Eunicidae,Eunice,philippinensis,,1,5,5
ZMH-ANN-V00769,Eunicidae,Eunice,punicea,,1,5,5
ZMH-ANN-PE0684,Eunicidae,Eunice,rubrocincta,,1,5,5
ZMH-ANN-PE0685,Eunicidae,Eunice,rubrocincta,,1,5,5
ZMH-ANN-PE0686,Eunicidae,Eunice,savignyi,,1,5,5
ZMH-ANN-PE0687,Eunicidae,Eunice,savignyi,,1,5,5
ZMH-ANN-V10326,Eunicidae,Eunice,schemacephala,,1,5,5
ZMH-ANN-V09054,Eunicidae,Eunice,stigmatura,,1,5,5
ZMH-ANN-V00809,Eunicidae,Eunice,tahitana,,1,5,5
ZMH-ANN-V00810,Eunicidae,Eunice,tahitana,,1,5,5
ZMH-ANN-V07987,Eunicidae,Eunice,tentaculata,,1,5,5
ZMH-ANN-V09474,Eunicidae,Eunice,tentaculata,,1,5,5
ZMH-ANN-V09496,Eunicidae,Eunice,tentaculata,,1,5,6
ZMH-ANN-P15420,Eunicidae,Eunice,tentaculata,,1,5,6
ZMH-ANN-P16579,Eunicidae,Eunice,tentaculata,,1,5,6
ZMH-ANN-P17140,Eunicidae,Eunice,tentaculata,,1,5,6
ZMH-ANN-PE0697,Eunicidae,Eunice,tibiana,,1,5,6
ZMH-ANN-PE0698,Eunicidae,Eunice,tibiana,,1,5,6
ZMH-ANN-P18212,Eunicidae,Eunice,tibiana,,1,5,6
ZMH-ANN-PE0699,Eunicidae,Eunice,tridentata,,1,5,6
ZMH-ANN-PE0701,Eunicidae,Eunice,tubifex,,1,5,6
ZMH-ANN-V07988,Eunicidae,Eunice,tubifex,,1,5,6
ZMH-ANN-V08622,Eunicidae,Eunice,tubifex,,1,5,6
ZMH-ANN-V09332,Eunicidae,Eunice,tubifex,,1,5,6
ZMH-ANN-V10118,Eunicidae,Eunice,tubifex,,1,5,6
ZMH-ANN-P16580,Eunicidae,Eunice,tubifex,,1,5,6
ZMH-ANN-P16581,Eunicidae,Eunice,tubifex,,1,5,6
ZMH-ANN-P18648,Eunicidae,Eunice,tubifex,,1,5,6
ZMH-ANN-PE0709,Eunicidae,Eunice,violaceomaculata,,1,5,6
ZMH-ANN-V00775,Eunicidae,Eunice,violaceomaculata,,1,5,6
ZMH-ANN-V00823,Eunicidae,Eunice,violaceomaculata,,1,5,6
ZMH-ANN-V02874,Eunicidae,Eunice,violaceomaculata,,1,5,6
ZMH-ANN-V04452,Eunicidae,Eunice,violaceomaculata,,1,5,6
ZMH-ANN-V06781,Eunicidae,Eunice,violaceomaculata,,1,5,6
ZMH-ANN-V00776,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-V03014,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-V05695,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-V06793,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-V08672,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-V09042,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-V11198,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-V11311,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-V11699,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-V12932,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P13710,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P13740,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P13748,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P13762,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P14275,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P14276,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P15320,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P17202,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P17203,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P17238,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P17343,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P17344,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P17345,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P17346,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P17347,Eunicidae,Eunice,vittata,,1,5,6
ZMH-ANN-P17348,Eunicidae,Eunice,vittata,,1,5,7
ZMH-ANN-P17433,Eunicidae,Eunice,vittata,,1,5,7
ZMH-ANN-P17682,Eunicidae,Eunice,vittata,,1,5,7
ZMH-ANN-P17692,Eunicidae,Eunice,vittata,,1,5,7
ZMH-ANN-P17754,Eunicidae,Eunice,vittata,,1,5,7
ZMH-ANN-P17775,Eunicidae,Eunice,vittata,,1,5,7
ZMH-ANN-P17797,Eunicidae,Eunice,vittata,,1,5,7
ZMH-ANN-P17798,Eunicidae,Eunice,vittata,,1,5,7
ZMH-ANN-P17841,Eunicidae,Eunice,vittata,,1,5,7
ZMH-ANN-V07994,Eunicidae,Eunice,wasinensis,,1,5,7
ZMH-ANN-V10054,Eunicidae,Eunice,wasinensis,,1,5,7
ZMH-ANN-V09336,Eunicidae,Eunice,websteri,,1,5,7
ZMH-ANN-V11301,Eunicidae,Eunice,websteri,,1,5,7
ZMH-ANN-PE0713,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V00739,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V00771,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V00772,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V00773,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V00774,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V00822,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V00832,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-PE0844-A,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V00864,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V00887,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V01162,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V02946,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V03669,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V03671,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V04286,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V04623,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V05141,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V05142,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V05268,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V05631,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V05722,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V05765,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V05986,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V06119,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V06127,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V06129,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V06130,Eunicidae,Eunice,,,1,5,7
ZMH-ANN-V06144,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V06145,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V06146,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V06147,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V06319,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V06420,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V06766,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V06850,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V06998,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V07225,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V07438,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V07464,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V07672,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V08316,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V09097,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V09099,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V09204,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V09597,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V11303,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V11341,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P17435,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P18014,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P19903,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P19912,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P19918,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P22057,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P22058,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P24443,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P24450,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P24454,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-P24459,Eunicidae,Eunice,,,1,5,8
ZMH-ANN-V00782,Eunicidae,Leodice,aequabilis,,1,5,8
ZMH-ANN-P21067,Eunicidae,Leodice,aequabilis,,1,5,8
ZMH-ANN-P21068,Eunicidae,Leodice,aequabilis,,1,5,8
ZMH-ANN-V00783,Eunicidae,Leodice,annulicornis,,1,5,8
ZMH-ANN-PE0631,Eunicidae,Leodice,antennata,,1,5,8
ZMH-ANN-PE0632,Eunicidae,Leodice,antennata,,1,5,8
ZMH-ANN-PE0633,Eunicidae,Leodice,antennata,,1,5,8
ZMH-ANN-PE0635,Eunicidae,Leodice,antennata,,1,5,8
ZMH-ANN-PE0636,Eunicidae,Leodice,antennata,,1,5,8
ZMH-ANN-PE0637,Eunicidae,Leodice,antennata,,1,5,8
ZMH-ANN-PE0638,Eunicidae,Leodice,antennata,,1,5,8
ZMH-ANN-PE0639,Eunicidae,Leodice,antennata,,1,5,8
ZMH-ANN-PE0640,Eunicidae,Leodice,antennata,,1,5,8
ZMH-ANN-PE0641,Eunicidae,Leodice,antennata,,1,5,8
ZMH-ANN-PE0642,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V00780,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V00781,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V00784,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V00785,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V00786,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V00799,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V00821,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V03394,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V04563,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V04567,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V04568,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V04569,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V04570,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V07982,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V07983,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V07984,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V07986,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V09334,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V09529,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V10079,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V10088,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V11177,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-V12098,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-P13869,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-P13942,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-P14266,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-P16577,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-P16817,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-P16847,Eunicidae,Leodice,antennata,,1,6,1
ZMH-ANN-P17137,Eunicidae,Leodice,antennata,,1,6,1
